position,CM
minutes,921.0
passes_completed,194.0
passes,287.0
dribbles_completed,18.0
dribbles,30.0
passes_completed_short,96.0
passes_short,136.0
passes_completed_medium,77.0
passes_medium,106.0
passes_completed_long,15.0
passes_long,27.0
passes_total_distance,3175.0
passes_free_kicks,3.0
through_balls,1.0
passes_pressure,60.0
passes_switches,3.0
crosses,13.0
corner_kicks,0.0
passes_intercepted,7.0
passes_blocked,21.0
dispossessed,24.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,16.0
shots_on_target,7.0
sca,20.0
gca,3.0
xg,0.4
crosses_into_penalty_area,5.0
passes_into_final_third,13.0
passes_into_penalty_area,11.0
progressive_passes,22.0
carry_progressive_distance,1348.0
assisted_shots,7.0
fouled,2.0
pens_won,0.0
tackles,21.0
interceptions,2.0
blocks,23.0
tackles_won,12.0
dribble_tackles,3.0
dribbles_vs,21.0
pressures,303.0
pressure_regains,71.0
clearances,8.0
errors,0.0
aerials_won,7.0
aerials_lost,13.0
ball_recoveries,91.0
pens_conceded,0.0
fouls,18.0
cards_yellow_red,0.0
