position,LW
minutes,331.0
passes_completed,113.0
passes,169.0
dribbles_completed,6.0
dribbles,15.0
passes_completed_short,48.0
passes_short,62.0
passes_completed_medium,49.0
passes_medium,59.0
passes_completed_long,14.0
passes_long,40.0
passes_total_distance,2147.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,32.0
passes_switches,4.0
crosses,13.0
corner_kicks,9.0
passes_intercepted,3.0
passes_blocked,6.0
dispossessed,8.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,2.0
sca,14.0
gca,4.0
xg,0.30000000000000004
crosses_into_penalty_area,4.0
passes_into_final_third,8.0
passes_into_penalty_area,14.0
progressive_passes,19.0
carry_progressive_distance,557.0
assisted_shots,5.0
fouled,8.0
pens_won,0.0
tackles,7.0
interceptions,2.0
blocks,4.0
tackles_won,5.0
dribble_tackles,3.0
dribbles_vs,5.0
pressures,50.0
pressure_regains,12.0
clearances,2.0
errors,0.0
aerials_won,3.0
aerials_lost,5.0
ball_recoveries,23.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
