position,RB
minutes,1756.0
passes_completed,1082.0
passes,1350.0
dribbles_completed,11.0
dribbles,18.0
passes_completed_short,532.0
passes_short,606.0
passes_completed_medium,459.0
passes_medium,559.0
passes_completed_long,71.0
passes_long,142.0
passes_total_distance,17568.0
passes_free_kicks,15.0
through_balls,2.0
passes_pressure,181.0
passes_switches,11.0
crosses,33.0
corner_kicks,0.0
passes_intercepted,23.0
passes_blocked,42.0
dispossessed,15.0
goals,1.0
assists,6.0
pens_made,0.0
pens_att,0.0
shots_total,12.0
shots_on_target,4.0
sca,30.0
gca,8.0
xg,0.4
crosses_into_penalty_area,10.0
passes_into_final_third,66.0
passes_into_penalty_area,20.0
progressive_passes,81.0
carry_progressive_distance,2793.0
assisted_shots,17.0
fouled,10.0
pens_won,0.0
tackles,54.0
interceptions,31.0
blocks,37.0
tackles_won,30.0
dribble_tackles,28.0
dribbles_vs,48.0
pressures,250.0
pressure_regains,81.0
clearances,60.0
errors,0.0
aerials_won,39.0
aerials_lost,20.0
ball_recoveries,229.0
pens_conceded,0.0
fouls,17.0
cards_yellow_red,0.0
