position,CB
minutes,1693.0
passes_completed,1431.0
passes,1624.0
dribbles_completed,3.0
dribbles,3.0
passes_completed_short,280.0
passes_short,303.0
passes_completed_medium,779.0
passes_medium,829.0
passes_completed_long,366.0
passes_long,476.0
passes_total_distance,34816.0
passes_free_kicks,25.0
through_balls,3.0
passes_pressure,188.0
passes_switches,80.0
crosses,6.0
corner_kicks,0.0
passes_intercepted,14.0
passes_blocked,11.0
dispossessed,1.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,15.0
shots_on_target,3.0
sca,22.0
gca,4.0
xg,0.5
crosses_into_penalty_area,1.0
passes_into_final_third,197.0
passes_into_penalty_area,16.0
progressive_passes,157.0
carry_progressive_distance,3325.0
assisted_shots,9.0
fouled,9.0
pens_won,0.0
tackles,20.0
interceptions,12.0
blocks,19.0
tackles_won,9.0
dribble_tackles,5.0
dribbles_vs,18.0
pressures,92.0
pressure_regains,36.0
clearances,52.0
errors,0.0
aerials_won,20.0
aerials_lost,3.0
ball_recoveries,239.0
pens_conceded,2.0
fouls,16.0
cards_yellow_red,0.0
