position,GK
minutes,7968.0
passes_completed,2316.0
passes,3557.0
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,232.0
passes_short,234.0
passes_completed_medium,967.0
passes_medium,978.0
passes_completed_long,1112.0
passes_long,2338.0
passes_total_distance,83124.0
passes_free_kicks,240.0
through_balls,1.0
passes_pressure,366.0
passes_switches,86.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,6.0
passes_blocked,10.0
dispossessed,0.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,0.0
sca,15.0
gca,1.0
xg,0.1
crosses_into_penalty_area,0.0
passes_into_final_third,55.0
passes_into_penalty_area,3.0
progressive_passes,1.0
carry_progressive_distance,5733.0
assisted_shots,4.0
fouled,6.0
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,4.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,2.0
pressures,5.0
pressure_regains,2.0
clearances,7.0
errors,5.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,466.0
pens_conceded,0.0
fouls,0.0
cards_yellow_red,0.0
