position,LM
minutes,1634.0
passes_completed,0.299265605875153
passes,0.37209302325581395
dribbles_completed,0.051407588739290085
dribbles,0.08690330477356181
passes_completed_short,0.1646266829865361
passes_short,0.18727050183598531
passes_completed_medium,0.1003671970624235
passes_medium,0.11872705018359853
passes_completed_long,0.02631578947368421
passes_long,0.0397796817625459
passes_total_distance,4.883720930232558
passes_free_kicks,0.0006119951040391676
through_balls,0.0
passes_pressure,0.09179926560587515
passes_switches,0.011627906976744186
crosses,0.025703794369645042
corner_kicks,0.0006119951040391676
passes_intercepted,0.00795593635250918
passes_blocked,0.017747858017135864
dispossessed,0.05018359853121175
goals,0.0018359853121175031
assists,0.0012239902080783353
pens_made,0.0
pens_att,0.0
shots_total,0.016523867809057527
shots_on_target,0.0030599755201958386
sca,0.03243574051407589
gca,0.0036719706242350062
xg,0.0012851897184822522
crosses_into_penalty_area,0.004895960832313341
passes_into_final_third,0.019583843329253364
passes_into_penalty_area,0.021419828641370868
progressive_passes,0.04528763769889841
carry_progressive_distance,2.6634026927784578
assisted_shots,0.01346389228886169
fouled,0.03182374541003672
pens_won,0.0006119951040391676
tackles,0.012239902080783354
interceptions,0.004283965728274173
blocks,0.009791921664626682
tackles_won,0.00795593635250918
dribble_tackles,0.0030599755201958386
dribbles_vs,0.014687882496940025
pressures,0.25397796817625456
pressure_regains,0.07833537331701346
clearances,0.0006119951040391676
errors,0.0
aerials_won,0.0055079559363525096
aerials_lost,0.011015911872705019
ball_recoveries,0.08017135862913097
pens_conceded,0.0
fouls,0.011627906976744186
cards_yellow_red,0.0
