position,FW
minutes,4997.0
passes_completed,719.0
passes,1011.0
dribbles_completed,61.0
dribbles,109.0
passes_completed_short,410.0
passes_short,516.0
passes_completed_medium,214.0
passes_medium,303.0
passes_completed_long,50.0
passes_long,81.0
passes_total_distance,10535.0
passes_free_kicks,3.0
through_balls,5.0
passes_pressure,221.0
passes_switches,14.0
crosses,29.0
corner_kicks,2.0
passes_intercepted,18.0
passes_blocked,65.0
dispossessed,98.0
goals,20.0
assists,5.0
pens_made,3.0
pens_att,3.0
shots_total,122.0
shots_on_target,47.0
sca,109.0
gca,15.0
xg,20.099999999999998
crosses_into_penalty_area,2.0
passes_into_final_third,33.0
passes_into_penalty_area,22.0
progressive_passes,47.0
carry_progressive_distance,2875.0
assisted_shots,48.0
fouled,71.0
pens_won,1.0
tackles,32.0
interceptions,11.0
blocks,34.0
tackles_won,26.0
dribble_tackles,4.0
dribbles_vs,37.0
pressures,919.0
pressure_regains,184.0
clearances,59.0
errors,0.0
aerials_won,82.0
aerials_lost,118.0
ball_recoveries,208.0
pens_conceded,1.0
fouls,90.0
cards_yellow_red,0.0
