position,WB
minutes,4408.0
passes_completed,3185.0
passes,3708.0
dribbles_completed,98.0
dribbles,149.0
passes_completed_short,1794.0
passes_short,1967.0
passes_completed_medium,1074.0
passes_medium,1224.0
passes_completed_long,234.0
passes_long,376.0
passes_total_distance,49267.0
passes_free_kicks,83.0
through_balls,8.0
passes_pressure,534.0
passes_switches,61.0
crosses,86.0
corner_kicks,79.0
passes_intercepted,71.0
passes_blocked,69.0
dispossessed,74.0
goals,11.0
assists,9.0
pens_made,0.0
pens_att,0.0
shots_total,83.0
shots_on_target,34.0
sca,150.0
gca,22.0
xg,8.100000000000001
crosses_into_penalty_area,16.0
passes_into_final_third,212.0
passes_into_penalty_area,72.0
progressive_passes,303.0
carry_progressive_distance,9351.0
assisted_shots,81.0
fouled,47.0
pens_won,0.0
tackles,82.0
interceptions,54.0
blocks,72.0
tackles_won,58.0
dribble_tackles,27.0
dribbles_vs,60.0
pressures,636.0
pressure_regains,212.0
clearances,51.0
errors,1.0
aerials_won,16.0
aerials_lost,43.0
ball_recoveries,430.0
pens_conceded,0.0
fouls,23.0
cards_yellow_red,0.0
