position,LB
minutes,2753.0
passes_completed,1975.0
passes,2331.0
dribbles_completed,37.0
dribbles,55.0
passes_completed_short,850.0
passes_short,930.0
passes_completed_medium,937.0
passes_medium,1066.0
passes_completed_long,168.0
passes_long,273.0
passes_total_distance,35237.0
passes_free_kicks,21.0
through_balls,0.0
passes_pressure,259.0
passes_switches,51.0
crosses,142.0
corner_kicks,0.0
passes_intercepted,38.0
passes_blocked,64.0
dispossessed,32.0
goals,0.0
assists,8.0
pens_made,0.0
pens_att,0.0
shots_total,24.0
shots_on_target,4.0
sca,67.0
gca,12.0
xg,0.6
crosses_into_penalty_area,38.0
passes_into_final_third,126.0
passes_into_penalty_area,74.0
progressive_passes,225.0
carry_progressive_distance,5024.0
assisted_shots,39.0
fouled,4.0
pens_won,0.0
tackles,43.0
interceptions,20.0
blocks,46.0
tackles_won,29.0
dribble_tackles,21.0
dribbles_vs,54.0
pressures,306.0
pressure_regains,93.0
clearances,65.0
errors,4.0
aerials_won,27.0
aerials_lost,29.0
ball_recoveries,269.0
pens_conceded,0.0
fouls,30.0
cards_yellow_red,0.0
