position,LW
minutes,4033.0
passes_completed,1640.0
passes,2089.0
dribbles_completed,174.0
dribbles,261.0
passes_completed_short,805.0
passes_short,951.0
passes_completed_medium,679.0
passes_medium,837.0
passes_completed_long,139.0
passes_long,228.0
passes_total_distance,28153.0
passes_free_kicks,1.0
through_balls,5.0
passes_pressure,504.0
passes_switches,64.0
crosses,205.0
corner_kicks,2.0
passes_intercepted,42.0
passes_blocked,81.0
dispossessed,124.0
goals,13.0
assists,10.0
pens_made,0.0
pens_att,0.0
shots_total,99.0
shots_on_target,49.0
sca,192.0
gca,27.0
xg,10.8
crosses_into_penalty_area,30.0
passes_into_final_third,60.0
passes_into_penalty_area,95.0
progressive_passes,144.0
carry_progressive_distance,11856.0
assisted_shots,80.0
fouled,94.0
pens_won,2.0
tackles,42.0
interceptions,11.0
blocks,52.0
tackles_won,25.0
dribble_tackles,18.0
dribbles_vs,52.0
pressures,752.0
pressure_regains,230.0
clearances,10.0
errors,0.0
aerials_won,39.0
aerials_lost,41.0
ball_recoveries,325.0
pens_conceded,0.0
fouls,35.0
cards_yellow_red,0.0
