position,RW
passes_completed,0.3246753246753247
passes,0.40816326530612246
dribbles_completed,0.00927643784786642
dribbles,0.016697588126159554
passes_completed_short,0.18181818181818182
passes_short,0.22077922077922077
passes_completed_medium,0.11317254174397032
passes_medium,0.13358070500927643
passes_completed_long,0.02040816326530612
passes_long,0.03153988868274583
passes_total_distance,4.8311688311688314
passes_free_kicks,0.0037105751391465678
through_balls,0.0
passes_pressure,0.13172541743970315
passes_switches,0.0037105751391465678
crosses,0.0037105751391465678
corner_kicks,0.0
passes_intercepted,0.0037105751391465678
passes_blocked,0.016697588126159554
dispossessed,0.00927643784786642
goals,0.0018552875695732839
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.011131725417439703
shots_on_target,0.0037105751391465678
sca,0.02411873840445269
gca,0.0
xg,0.0024118738404452686
crosses_into_penalty_area,0.0018552875695732839
passes_into_final_third,0.05009276437847866
passes_into_penalty_area,0.00927643784786642
progressive_passes,0.03339517625231911
carry_progressive_distance,0.6252319109461967
assisted_shots,0.00927643784786642
fouled,0.029684601113172542
pens_won,0.0
tackles,0.025974025974025976
interceptions,0.0037105751391465678
blocks,0.016697588126159554
tackles_won,0.012987012987012988
dribble_tackles,0.0055658627087198514
dribbles_vs,0.01855287569573284
pressures,0.21706864564007422
pressure_regains,0.06307977736549165
clearances,0.012987012987012988
errors,0.0
aerials_won,0.02411873840445269
aerials_lost,0.07606679035250463
ball_recoveries,0.07235621521335807
pens_conceded,0.0
fouls,0.012987012987012988
cards_yellow_red,0.0
