position,LM
minutes,327.0
passes_completed,45.0
passes,58.0
dribbles_completed,9.0
dribbles,22.0
passes_completed_short,26.0
passes_short,32.0
passes_completed_medium,13.0
passes_medium,15.0
passes_completed_long,3.0
passes_long,4.0
passes_total_distance,663.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,21.0
passes_switches,1.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,1.0
passes_blocked,3.0
dispossessed,14.0
goals,0.0
assists,0.0
pens_made,1.0
pens_att,1.0
shots_total,3.0
shots_on_target,1.0
sca,8.0
gca,2.0
xg,0.9
crosses_into_penalty_area,0.0
passes_into_final_third,2.0
passes_into_penalty_area,0.0
progressive_passes,1.0
carry_progressive_distance,549.0
assisted_shots,2.0
fouled,12.0
pens_won,1.0
tackles,4.0
interceptions,2.0
blocks,5.0
tackles_won,4.0
dribble_tackles,1.0
dribbles_vs,4.0
pressures,105.0
pressure_regains,26.0
clearances,6.0
errors,0.0
aerials_won,2.0
aerials_lost,7.0
ball_recoveries,22.0
pens_conceded,0.0
fouls,4.0
cards_yellow_red,0.0
