position,RM
passes_completed,0.2837022132796781
passes,0.3682092555331992
dribbles_completed,0.008048289738430584
dribbles,0.02012072434607646
passes_completed_short,0.13682092555331993
passes_short,0.15090543259557343
passes_completed_medium,0.11468812877263582
passes_medium,0.1448692152917505
passes_completed_long,0.030181086519114688
passes_long,0.0482897384305835
passes_total_distance,4.887323943661972
passes_free_kicks,0.002012072434607646
through_balls,0.002012072434607646
passes_pressure,0.07847082494969819
passes_switches,0.004024144869215292
crosses,0.008048289738430584
corner_kicks,0.0
passes_intercepted,0.004024144869215292
passes_blocked,0.02012072434607646
dispossessed,0.014084507042253521
goals,0.0
assists,0.002012072434607646
pens_made,0.0
pens_att,0.0
shots_total,0.006036217303822937
shots_on_target,0.002012072434607646
sca,0.022132796780684104
gca,0.004024144869215292
xg,0.0006036217303822939
crosses_into_penalty_area,0.004024144869215292
passes_into_final_third,0.02414486921529175
passes_into_penalty_area,0.008048289738430584
progressive_passes,0.026156941649899398
carry_progressive_distance,1.2515090543259557
assisted_shots,0.008048289738430584
fouled,0.014084507042253521
pens_won,0.0
tackles,0.030181086519114688
interceptions,0.02414486921529175
blocks,0.04426559356136821
tackles_won,0.014084507042253521
dribble_tackles,0.01609657947686117
dribbles_vs,0.030181086519114688
pressures,0.18108651911468812
pressure_regains,0.04426559356136821
clearances,0.028169014084507043
errors,0.0
aerials_won,0.002012072434607646
aerials_lost,0.008048289738430584
ball_recoveries,0.09054325955734406
pens_conceded,0.0
fouls,0.014084507042253521
cards_yellow_red,0.0
