position,WB
passes_completed,0.2332535885167464
passes,0.35287081339712917
dribbles_completed,0.005382775119617225
dribbles,0.011363636363636364
passes_completed_short,0.11842105263157894
passes_short,0.14952153110047847
passes_completed_medium,0.08373205741626795
passes_medium,0.13217703349282298
passes_completed_long,0.02332535885167464
passes_long,0.046052631578947366
passes_total_distance,3.962918660287081
passes_free_kicks,0.0023923444976076554
through_balls,0.0
passes_pressure,0.08732057416267942
passes_switches,0.00777511961722488
crosses,0.030502392344497607
corner_kicks,0.0
passes_intercepted,0.004784688995215311
passes_blocked,0.023923444976076555
dispossessed,0.012559808612440191
goals,0.0011961722488038277
assists,0.0011961722488038277
pens_made,0.0
pens_att,0.0
shots_total,0.01076555023923445
shots_on_target,0.005382775119617225
sca,0.016148325358851676
gca,0.0017942583732057417
xg,0.001375598086124402
crosses_into_penalty_area,0.005382775119617225
passes_into_final_third,0.009569377990430622
passes_into_penalty_area,0.009569377990430622
progressive_passes,0.017942583732057416
carry_progressive_distance,0.7619617224880383
assisted_shots,0.006578947368421052
fouled,0.0035885167464114833
pens_won,0.0
tackles,0.031698564593301434
interceptions,0.00777511961722488
blocks,0.02033492822966507
tackles_won,0.02033492822966507
dribble_tackles,0.005980861244019139
dribbles_vs,0.01076555023923445
pressures,0.24222488038277512
pressure_regains,0.0645933014354067
clearances,0.028110047846889953
errors,0.0
aerials_won,0.011961722488038277
aerials_lost,0.017942583732057416
ball_recoveries,0.08014354066985646
pens_conceded,0.0
fouls,0.01076555023923445
cards_yellow_red,0.0
