position,CB
minutes,3854.0
passes_completed,1805.0
passes,2246.0
dribbles_completed,12.0
dribbles,14.0
passes_completed_short,483.0
passes_short,542.0
passes_completed_medium,954.0
passes_medium,1085.0
passes_completed_long,358.0
passes_long,563.0
passes_total_distance,40208.0
passes_free_kicks,55.0
through_balls,1.0
passes_pressure,325.0
passes_switches,98.0
crosses,15.0
corner_kicks,0.0
passes_intercepted,34.0
passes_blocked,51.0
dispossessed,11.0
goals,4.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,34.0
shots_on_target,13.0
sca,32.0
gca,2.0
xg,3.9000000000000004
crosses_into_penalty_area,2.0
passes_into_final_third,179.0
passes_into_penalty_area,14.0
progressive_passes,172.0
carry_progressive_distance,3673.0
assisted_shots,10.0
fouled,33.0
pens_won,0.0
tackles,111.0
interceptions,38.0
blocks,93.0
tackles_won,53.0
dribble_tackles,38.0
dribbles_vs,79.0
pressures,570.0
pressure_regains,181.0
clearances,286.0
errors,1.0
aerials_won,160.0
aerials_lost,84.0
ball_recoveries,514.0
pens_conceded,0.0
fouls,70.0
cards_yellow_red,1.0
