position,CB
passes_completed,0.30143737166324436
passes,0.40924024640657086
dribbles_completed,0.0016427104722792608
dribbles,0.0024640657084188913
passes_completed_short,0.09075975359342915
passes_short,0.11006160164271048
passes_completed_medium,0.13634496919917866
passes_medium,0.16468172484599589
passes_completed_long,0.07084188911704312
passes_long,0.12258726899383983
passes_total_distance,6.77700205338809
passes_free_kicks,0.0039014373716632442
through_balls,0.0002053388090349076
passes_pressure,0.07125256673511293
passes_switches,0.0188911704312115
crosses,0.0053388090349075976
corner_kicks,0.0
passes_intercepted,0.006365503080082135
passes_blocked,0.010677618069815195
dispossessed,0.002874743326488706
goals,0.0008213552361396304
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.008418891170431212
shots_on_target,0.0022587268993839835
sca,0.008213552361396304
gca,0.0006160164271047228
xg,0.0009034907597535935
crosses_into_penalty_area,0.002053388090349076
passes_into_final_third,0.02895277207392197
passes_into_penalty_area,0.00431211498973306
progressive_passes,0.02402464065708419
carry_progressive_distance,0.7211498973305955
assisted_shots,0.003696098562628337
fouled,0.007186858316221766
pens_won,0.0
tackles,0.01457905544147844
interceptions,0.01108829568788501
blocks,0.021971252566735114
tackles_won,0.008418891170431212
dribble_tackles,0.006570841889117043
dribbles_vs,0.015605749486652977
pressures,0.0864476386036961
pressure_regains,0.03285420944558522
clearances,0.057700205338809034
errors,0.0002053388090349076
aerials_won,0.03696098562628337
aerials_lost,0.015400410677618069
ball_recoveries,0.11457905544147844
pens_conceded,0.0002053388090349076
fouls,0.01375770020533881
cards_yellow_red,0.0
