position,LW
minutes,355.0
passes_completed,0.30985915492957744
passes,0.4056338028169014
dribbles_completed,0.014084507042253521
dribbles,0.016901408450704224
passes_completed_short,0.16338028169014085
passes_short,0.19436619718309858
passes_completed_medium,0.09859154929577464
passes_medium,0.1267605633802817
passes_completed_long,0.04507042253521127
passes_long,0.0647887323943662
passes_total_distance,5.191549295774648
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,0.0647887323943662
passes_switches,0.008450704225352112
crosses,0.028169014084507043
corner_kicks,0.0
passes_intercepted,0.016901408450704224
passes_blocked,0.016901408450704224
dispossessed,0.011267605633802818
goals,0.0
assists,0.0028169014084507044
pens_made,0.0
pens_att,0.0
shots_total,0.011267605633802818
shots_on_target,0.0028169014084507044
sca,0.04788732394366197
gca,0.0028169014084507044
xg,0.004225352112676056
crosses_into_penalty_area,0.0028169014084507044
passes_into_final_third,0.022535211267605635
passes_into_penalty_area,0.01971830985915493
progressive_passes,0.04225352112676056
carry_progressive_distance,0.9605633802816902
assisted_shots,0.022535211267605635
fouled,0.01971830985915493
pens_won,0.0
tackles,0.008450704225352112
interceptions,0.005633802816901409
blocks,0.022535211267605635
tackles_won,0.0028169014084507044
dribble_tackles,0.005633802816901409
dribbles_vs,0.01971830985915493
pressures,0.24788732394366197
pressure_regains,0.061971830985915494
clearances,0.011267605633802818
errors,0.0
aerials_won,0.0028169014084507044
aerials_lost,0.016901408450704224
ball_recoveries,0.08732394366197183
pens_conceded,0.0
fouls,0.036619718309859155
cards_yellow_red,0.0
