position,LB
minutes,7589.0
passes_completed,2815.0
passes,3647.0
dribbles_completed,57.0
dribbles,75.0
passes_completed_short,1140.0
passes_short,1310.0
passes_completed_medium,1298.0
passes_medium,1545.0
passes_completed_long,329.0
passes_long,656.0
passes_total_distance,52066.0
passes_free_kicks,63.0
through_balls,1.0
passes_pressure,571.0
passes_switches,47.0
crosses,75.0
corner_kicks,0.0
passes_intercepted,74.0
passes_blocked,91.0
dispossessed,43.0
goals,4.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,32.0
shots_on_target,8.0
sca,45.0
gca,3.0
xg,3.3000000000000003
crosses_into_penalty_area,9.0
passes_into_final_third,164.0
passes_into_penalty_area,20.0
progressive_passes,210.0
carry_progressive_distance,7503.0
assisted_shots,17.0
fouled,53.0
pens_won,0.0
tackles,139.0
interceptions,113.0
blocks,192.0
tackles_won,85.0
dribble_tackles,43.0
dribbles_vs,96.0
pressures,792.0
pressure_regains,269.0
clearances,317.0
errors,4.0
aerials_won,95.0
aerials_lost,107.0
ball_recoveries,822.0
pens_conceded,2.0
fouls,89.0
cards_yellow_red,0.0
