position,AM
passes_completed,0.3504273504273504
passes,0.43874643874643876
dribbles_completed,0.03133903133903134
dribbles,0.05413105413105413
passes_completed_short,0.21082621082621084
passes_short,0.245014245014245
passes_completed_medium,0.09116809116809117
passes_medium,0.1282051282051282
passes_completed_long,0.037037037037037035
passes_long,0.045584045584045586
passes_total_distance,5.202279202279202
passes_free_kicks,0.002849002849002849
through_balls,0.0
passes_pressure,0.07692307692307693
passes_switches,0.005698005698005698
crosses,0.02564102564102564
corner_kicks,0.002849002849002849
passes_intercepted,0.011396011396011397
passes_blocked,0.011396011396011397
dispossessed,0.037037037037037035
goals,0.002849002849002849
assists,0.002849002849002849
pens_made,0.0
pens_att,0.0
shots_total,0.039886039886039885
shots_on_target,0.019943019943019943
sca,0.039886039886039885
gca,0.002849002849002849
xg,0.007692307692307693
crosses_into_penalty_area,0.002849002849002849
passes_into_final_third,0.022792022792022793
passes_into_penalty_area,0.008547008547008548
progressive_passes,0.014245014245014245
carry_progressive_distance,2.0427350427350426
assisted_shots,0.019943019943019943
fouled,0.014245014245014245
pens_won,0.002849002849002849
tackles,0.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,0.002849002849002849
pressures,0.09686609686609686
pressure_regains,0.022792022792022793
clearances,0.0
errors,0.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,0.06552706552706553
pens_conceded,0.0
fouls,0.022792022792022793
cards_yellow_red,0.0
