position,CM
minutes,5903.0
passes_completed,0.7931560223615111
passes,0.9149584956801626
dribbles_completed,0.011350160935117736
dribbles,0.01727934948331357
passes_completed_short,0.4025071997289514
passes_short,0.4468914111468745
passes_completed_medium,0.3227172624089446
passes_medium,0.3581229883110283
passes_completed_long,0.0535321023208538
passes_long,0.07758766728781975
passes_total_distance,12.81111299339319
passes_free_kicks,0.010333728612569879
through_balls,0.005251566999830594
passes_pressure,0.14890733525326105
passes_switches,0.010672539386752498
crosses,0.023208538031509404
corner_kicks,0.011688971709300356
passes_intercepted,0.01626291716076571
passes_blocked,0.022700321870235473
dispossessed,0.010841944773843808
goals,0.0032187023547348807
assists,0.004573945451465357
pens_made,0.0
pens_att,0.0
shots_total,0.024224970354057258
shots_on_target,0.008978485515839404
sca,0.05844485854650178
gca,0.009656107064204642
xg,0.003066237506352702
crosses_into_penalty_area,0.002032864645095714
passes_into_final_third,0.06098593935287142
passes_into_penalty_area,0.035405725902083685
progressive_passes,0.08063696425546332
carry_progressive_distance,2.20701338302558
assisted_shots,0.0267660511604269
fouled,0.011519566322209046
pens_won,0.0
tackles,0.013213620193122142
interceptions,0.007115026257834999
blocks,0.011858377096391665
tackles_won,0.009486701677113333
dribble_tackles,0.0042351346772827375
dribbles_vs,0.01338302558021345
pressures,0.1622903608334745
pressure_regains,0.04929696764357107
clearances,0.003726918516008809
errors,0.0
aerials_won,0.005251566999830594
aerials_lost,0.004912756225647976
ball_recoveries,0.08436388277147214
pens_conceded,0.0
fouls,0.009656107064204642
cards_yellow_red,0.0
