position,RB
minutes,1631.0
passes_completed,0.44819129368485594
passes,0.5769466584917229
dribbles_completed,0.0018393623543838135
dribbles,0.003678724708767627
passes_completed_short,0.1888412017167382
passes_short,0.2053954629061925
passes_completed_medium,0.19313304721030042
passes_medium,0.23543838136112813
passes_completed_long,0.056407112201103615
passes_long,0.10974862047823421
passes_total_distance,8.331085223789087
passes_free_kicks,0.009809932556713672
through_balls,0.0
passes_pressure,0.07296137339055794
passes_switches,0.009196811771919068
crosses,0.036174126302881665
corner_kicks,0.0018393623543838135
passes_intercepted,0.012875536480686695
passes_blocked,0.020846106683016553
dispossessed,0.005518087063151441
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.003678724708767627
shots_on_target,0.0006131207847946045
sca,0.01655426118945432
gca,0.0
xg,0.00018393623543838138
crosses_into_penalty_area,0.008583690987124463
passes_into_final_third,0.024524831391784182
passes_into_penalty_area,0.011036174126302882
progressive_passes,0.03801348865726548
carry_progressive_distance,1.52728387492336
assisted_shots,0.008583690987124463
fouled,0.0061312078479460455
pens_won,0.0
tackles,0.017780502759043533
interceptions,0.009809932556713672
blocks,0.024524831391784182
tackles_won,0.0134886572654813
dribble_tackles,0.011036174126302882
dribbles_vs,0.023298589822194973
pressures,0.1079092581238504
pressure_regains,0.030042918454935622
clearances,0.034334763948497854
errors,0.0
aerials_won,0.009809932556713672
aerials_lost,0.005518087063151441
ball_recoveries,0.08522378908645004
pens_conceded,0.0
fouls,0.012875536480686695
cards_yellow_red,0.0
