position,GK
passes_completed,0.24177183865379856
passes,0.4034892353377877
dribbles_completed,0.00012373174956693887
dribbles,0.00012373174956693887
passes_completed_short,0.02202425142291512
passes_short,0.022519178421182874
passes_completed_medium,0.07757980697847068
passes_medium,0.07832219747587231
passes_completed_long,0.14142538975501115
passes_long,0.30165800544419696
passes_total_distance,9.641549121504578
passes_free_kicks,0.03353130413264044
through_balls,0.0
passes_pressure,0.03575847562484533
passes_switches,0.008908685968819599
crosses,0.0
corner_kicks,0.0
passes_intercepted,0.0008661222469685721
passes_blocked,0.0008661222469685721
dispossessed,0.00012373174956693887
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.00012373174956693887
shots_on_target,0.0
sca,0.0012373174956693887
gca,0.0
xg,1.2373174956693889e-05
crosses_into_penalty_area,0.0
passes_into_final_third,0.006928977975748577
passes_into_penalty_area,0.0
progressive_passes,0.0
carry_progressive_distance,0.7708487998020292
assisted_shots,0.00012373174956693887
fouled,0.001855976243504083
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,0.0006186587478346944
pressures,0.0006186587478346944
pressure_regains,0.00012373174956693887
clearances,0.0004949269982677555
errors,0.0004949269982677555
aerials_won,0.0
aerials_lost,0.00012373174956693887
ball_recoveries,0.05840138579559515
pens_conceded,0.0
fouls,0.00012373174956693887
cards_yellow_red,0.0
