position,RB
minutes,2884.0
passes_completed,1020.0
passes,1507.0
dribbles_completed,15.0
dribbles,26.0
passes_completed_short,357.0
passes_short,434.0
passes_completed_medium,457.0
passes_medium,604.0
passes_completed_long,195.0
passes_long,419.0
passes_total_distance,22122.0
passes_free_kicks,52.0
through_balls,3.0
passes_pressure,215.0
passes_switches,64.0
crosses,68.0
corner_kicks,11.0
passes_intercepted,25.0
passes_blocked,59.0
dispossessed,9.0
goals,1.0
assists,5.0
pens_made,0.0
pens_att,0.0
shots_total,16.0
shots_on_target,1.0
sca,46.0
gca,9.0
xg,0.6000000000000001
crosses_into_penalty_area,18.0
passes_into_final_third,100.0
passes_into_penalty_area,33.0
progressive_passes,123.0
carry_progressive_distance,1853.0
assisted_shots,27.0
fouled,12.0
pens_won,0.0
tackles,79.0
interceptions,27.0
blocks,88.0
tackles_won,45.0
dribble_tackles,27.0
dribbles_vs,67.0
pressures,405.0
pressure_regains,120.0
clearances,131.0
errors,0.0
aerials_won,54.0
aerials_lost,45.0
ball_recoveries,304.0
pens_conceded,0.0
fouls,20.0
cards_yellow_red,0.0
