position,AM
minutes,11504.0
passes_completed,2770.0
passes,4528.0
dribbles_completed,65.0
dribbles,112.0
passes_completed_short,1343.0
passes_short,1816.0
passes_completed_medium,1089.0
passes_medium,1671.0
passes_completed_long,289.0
passes_long,830.0
passes_total_distance,48862.0
passes_free_kicks,95.0
through_balls,15.0
passes_pressure,931.0
passes_switches,120.0
crosses,236.0
corner_kicks,22.0
passes_intercepted,85.0
passes_blocked,204.0
dispossessed,102.0
goals,34.0
assists,8.0
pens_made,12.0
pens_att,14.0
shots_total,248.0
shots_on_target,96.0
sca,221.0
gca,27.0
xg,28.9
crosses_into_penalty_area,32.0
passes_into_final_third,318.0
passes_into_penalty_area,103.0
progressive_passes,362.0
carry_progressive_distance,8596.0
assisted_shots,104.0
fouled,235.0
pens_won,5.0
tackles,289.0
interceptions,97.0
blocks,268.0
tackles_won,178.0
dribble_tackles,91.0
dribbles_vs,302.0
pressures,2936.0
pressure_regains,769.0
clearances,229.0
errors,3.0
aerials_won,449.0
aerials_lost,345.0
ball_recoveries,943.0
pens_conceded,0.0
fouls,290.0
cards_yellow_red,0.0
