position,LB
minutes,2960.0
passes_completed,3044.0
passes,3384.0
dribbles_completed,12.0
dribbles,26.0
passes_completed_short,1421.0
passes_short,1523.0
passes_completed_medium,1350.0
passes_medium,1482.0
passes_completed_long,247.0
passes_long,318.0
passes_total_distance,52421.0
passes_free_kicks,16.0
through_balls,6.0
passes_pressure,417.0
passes_switches,56.0
crosses,74.0
corner_kicks,3.0
passes_intercepted,39.0
passes_blocked,47.0
dispossessed,15.0
goals,0.0
assists,3.0
pens_made,0.0
pens_att,0.0
shots_total,28.0
shots_on_target,6.0
sca,77.0
gca,11.0
xg,0.4
crosses_into_penalty_area,15.0
passes_into_final_third,293.0
passes_into_penalty_area,57.0
progressive_passes,275.0
carry_progressive_distance,5787.0
assisted_shots,38.0
fouled,8.0
pens_won,0.0
tackles,79.0
interceptions,30.0
blocks,41.0
tackles_won,40.0
dribble_tackles,37.0
dribbles_vs,87.0
pressures,383.0
pressure_regains,128.0
clearances,71.0
errors,2.0
aerials_won,60.0
aerials_lost,49.0
ball_recoveries,372.0
pens_conceded,0.0
fouls,35.0
cards_yellow_red,1.0
