position,RM
minutes,614.0
passes_completed,134.0
passes,172.0
dribbles_completed,35.0
dribbles,64.0
passes_completed_short,76.0
passes_short,97.0
passes_completed_medium,49.0
passes_medium,57.0
passes_completed_long,9.0
passes_long,14.0
passes_total_distance,2137.0
passes_free_kicks,2.0
through_balls,3.0
passes_pressure,41.0
passes_switches,6.0
crosses,7.0
corner_kicks,1.0
passes_intercepted,8.0
passes_blocked,6.0
dispossessed,26.0
goals,2.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,19.0
shots_on_target,5.0
sca,23.0
gca,2.0
xg,2.1
crosses_into_penalty_area,1.0
passes_into_final_third,13.0
passes_into_penalty_area,10.0
progressive_passes,24.0
carry_progressive_distance,1910.0
assisted_shots,9.0
fouled,10.0
pens_won,0.0
tackles,11.0
interceptions,3.0
blocks,3.0
tackles_won,5.0
dribble_tackles,4.0
dribbles_vs,17.0
pressures,108.0
pressure_regains,23.0
clearances,1.0
errors,0.0
aerials_won,1.0
aerials_lost,7.0
ball_recoveries,38.0
pens_conceded,0.0
fouls,15.0
cards_yellow_red,0.0
