position,RM
minutes,2937.0
passes_completed,0.26081035069799113
passes,0.35580524344569286
dribbles_completed,0.021109976166155942
dribbles,0.03643173306094655
passes_completed_short,0.15866530473272047
passes_short,0.19271365338781068
passes_completed_medium,0.08001361933946204
passes_medium,0.10861423220973783
passes_completed_long,0.012938372488934287
passes_long,0.030643513789581207
passes_total_distance,3.696288729996595
passes_free_kicks,0.0006809669731018045
through_balls,0.002723867892407218
passes_pressure,0.08035410282601294
passes_switches,0.003745318352059925
crosses,0.01804562478719782
corner_kicks,0.0030643513789581204
passes_intercepted,0.008852570650323459
passes_blocked,0.018726591760299626
dispossessed,0.030303030303030304
goals,0.0034048348655090228
assists,0.0010214504596527069
pens_made,0.0
pens_att,0.0
shots_total,0.01940755873340143
shots_on_target,0.008512087163772558
sca,0.03302689819543752
gca,0.004426285325161729
xg,0.0020088525706503236
crosses_into_penalty_area,0.0017024174327545114
passes_into_final_third,0.021109976166155942
passes_into_penalty_area,0.012938372488934287
progressive_passes,0.02826012938372489
carry_progressive_distance,1.4698672114402451
assisted_shots,0.013278855975485188
fouled,0.020429009193054137
pens_won,0.00034048348655090226
tackles,0.016683690840994213
interceptions,0.00749063670411985
blocks,0.018726591760299626
tackles_won,0.01191692202928158
dribble_tackles,0.005107252298263534
dribbles_vs,0.02383384405856316
pressures,0.24821246169560776
pressure_regains,0.07218249914879128
clearances,0.009533537623425264
errors,0.0
aerials_won,0.006128702757916241
aerials_lost,0.010554988083077971
ball_recoveries,0.08478038815117467
pens_conceded,0.0
fouls,0.017705141300646918
cards_yellow_red,0.0
