position,AM
minutes,752.0
passes_completed,139.0
passes,195.0
dribbles_completed,4.0
dribbles,6.0
passes_completed_short,90.0
passes_short,116.0
passes_completed_medium,33.0
passes_medium,51.0
passes_completed_long,12.0
passes_long,18.0
passes_total_distance,2045.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,63.0
passes_switches,3.0
crosses,5.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,6.0
dispossessed,15.0
goals,2.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,10.0
shots_on_target,4.0
sca,16.0
gca,1.0
xg,0.7999999999999999
crosses_into_penalty_area,1.0
passes_into_final_third,5.0
passes_into_penalty_area,1.0
progressive_passes,4.0
carry_progressive_distance,317.0
assisted_shots,6.0
fouled,10.0
pens_won,0.0
tackles,6.0
interceptions,2.0
blocks,4.0
tackles_won,3.0
dribble_tackles,2.0
dribbles_vs,4.0
pressures,149.0
pressure_regains,40.0
clearances,4.0
errors,0.0
aerials_won,31.0
aerials_lost,27.0
ball_recoveries,32.0
pens_conceded,0.0
fouls,13.0
cards_yellow_red,0.0
