position,CB
minutes,7545.0
passes_completed,2736.0
passes,3258.0
dribbles_completed,23.0
dribbles,30.0
passes_completed_short,595.0
passes_short,676.0
passes_completed_medium,1614.0
passes_medium,1742.0
passes_completed_long,502.0
passes_long,771.0
passes_total_distance,61322.0
passes_free_kicks,84.0
through_balls,4.0
passes_pressure,425.0
passes_switches,55.0
crosses,4.0
corner_kicks,0.0
passes_intercepted,44.0
passes_blocked,53.0
dispossessed,26.0
goals,6.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,40.0
shots_on_target,13.0
sca,42.0
gca,5.0
xg,5.6
crosses_into_penalty_area,1.0
passes_into_final_third,150.0
passes_into_penalty_area,18.0
progressive_passes,141.0
carry_progressive_distance,6541.0
assisted_shots,13.0
fouled,16.0
pens_won,1.0
tackles,111.0
interceptions,99.0
blocks,122.0
tackles_won,79.0
dribble_tackles,32.0
dribbles_vs,83.0
pressures,685.0
pressure_regains,235.0
clearances,337.0
errors,3.0
aerials_won,83.0
aerials_lost,69.0
ball_recoveries,740.0
pens_conceded,3.0
fouls,47.0
cards_yellow_red,0.0
