position,LB
minutes,2301.0
passes_completed,0.9087353324641461
passes,0.9878313776618861
dribbles_completed,0.011299435028248588
dribbles,0.01303780964797914
passes_completed_short,0.46458061712299
passes_short,0.48239895697522817
passes_completed_medium,0.3615819209039548
passes_medium,0.39026510212950893
passes_completed_long,0.07301173402868318
passes_long,0.09647979139504563
passes_total_distance,15.122990004345937
passes_free_kicks,0.00651890482398957
through_balls,0.000869187309865276
passes_pressure,0.14602346805736635
passes_switches,0.016514558887440245
crosses,0.007388092133854845
corner_kicks,0.0
passes_intercepted,0.013906996957844416
passes_blocked,0.01086484137331595
dispossessed,0.003476749239461104
goals,0.000434593654932638
assists,0.001303780964797914
pens_made,0.0
pens_att,0.0
shots_total,0.005649717514124294
shots_on_target,0.002607561929595828
sca,0.01564537157757497
gca,0.002607561929595828
xg,0.0
crosses_into_penalty_area,0.002607561929595828
passes_into_final_third,0.0777922642329422
passes_into_penalty_area,0.011734028683181226
progressive_passes,0.06258148631029987
carry_progressive_distance,1.9204693611473274
assisted_shots,0.005215123859191656
fouled,0.009995654063450673
pens_won,0.0
tackles,0.020425901781833986
interceptions,0.01477618426770969
blocks,0.011734028683181226
tackles_won,0.011734028683181226
dribble_tackles,0.00651890482398957
dribbles_vs,0.020425901781833986
pressures,0.12690134724033028
pressure_regains,0.04606692742285962
clearances,0.018252933507170794
errors,0.000434593654932638
aerials_won,0.00651890482398957
aerials_lost,0.008257279443720122
ball_recoveries,0.11690569317687961
pens_conceded,0.0
fouls,0.008691873098652759
cards_yellow_red,0.0
