position,CM
minutes,3090.0
passes_completed,1360.0
passes,1561.0
dribbles_completed,40.0
dribbles,57.0
passes_completed_short,569.0
passes_short,643.0
passes_completed_medium,599.0
passes_medium,653.0
passes_completed_long,177.0
passes_long,226.0
passes_total_distance,25549.0
passes_free_kicks,19.0
through_balls,0.0
passes_pressure,316.0
passes_switches,43.0
crosses,6.0
corner_kicks,0.0
passes_intercepted,14.0
passes_blocked,27.0
dispossessed,37.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,9.0
shots_on_target,4.0
sca,37.0
gca,5.0
xg,1.0
crosses_into_penalty_area,3.0
passes_into_final_third,114.0
passes_into_penalty_area,13.0
progressive_passes,117.0
carry_progressive_distance,3124.0
assisted_shots,11.0
fouled,33.0
pens_won,0.0
tackles,53.0
interceptions,18.0
blocks,39.0
tackles_won,32.0
dribble_tackles,17.0
dribbles_vs,61.0
pressures,552.0
pressure_regains,148.0
clearances,68.0
errors,0.0
aerials_won,60.0
aerials_lost,38.0
ball_recoveries,337.0
pens_conceded,0.0
fouls,39.0
cards_yellow_red,0.0
