position,WB
minutes,418.0
passes_completed,223.0
passes,283.0
dribbles_completed,2.0
dribbles,2.0
passes_completed_short,70.0
passes_short,81.0
passes_completed_medium,118.0
passes_medium,138.0
passes_completed_long,35.0
passes_long,60.0
passes_total_distance,4685.0
passes_free_kicks,8.0
through_balls,0.0
passes_pressure,37.0
passes_switches,14.0
crosses,16.0
corner_kicks,4.0
passes_intercepted,5.0
passes_blocked,4.0
dispossessed,3.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,1.0
sca,8.0
gca,0.0
xg,0.0
crosses_into_penalty_area,2.0
passes_into_final_third,9.0
passes_into_penalty_area,6.0
progressive_passes,21.0
carry_progressive_distance,494.0
assisted_shots,4.0
fouled,4.0
pens_won,0.0
tackles,18.0
interceptions,7.0
blocks,7.0
tackles_won,8.0
dribble_tackles,2.0
dribbles_vs,6.0
pressures,71.0
pressure_regains,18.0
clearances,8.0
errors,0.0
aerials_won,3.0
aerials_lost,5.0
ball_recoveries,44.0
pens_conceded,0.0
fouls,9.0
cards_yellow_red,0.0
