position,FW
minutes,8724.0
passes_completed,2064.0
passes,2678.0
dribbles_completed,93.0
dribbles,205.0
passes_completed_short,1219.0
passes_short,1464.0
passes_completed_medium,587.0
passes_medium,762.0
passes_completed_long,151.0
passes_long,225.0
passes_total_distance,30333.0
passes_free_kicks,6.0
through_balls,18.0
passes_pressure,579.0
passes_switches,63.0
crosses,69.0
corner_kicks,2.0
passes_intercepted,83.0
passes_blocked,130.0
dispossessed,162.0
goals,80.0
assists,24.0
pens_made,25.0
pens_att,27.0
shots_total,350.0
shots_on_target,147.0
sca,326.0
gca,59.0
xg,62.0
crosses_into_penalty_area,7.0
passes_into_final_third,120.0
passes_into_penalty_area,89.0
progressive_passes,187.0
carry_progressive_distance,11130.0
assisted_shots,147.0
fouled,113.0
pens_won,8.0
tackles,32.0
interceptions,12.0
blocks,60.0
tackles_won,23.0
dribble_tackles,3.0
dribbles_vs,53.0
pressures,1312.0
pressure_regains,324.0
clearances,21.0
errors,0.0
aerials_won,48.0
aerials_lost,121.0
ball_recoveries,432.0
pens_conceded,1.0
fouls,83.0
cards_yellow_red,0.0
