position,DM
minutes,1818.0
passes_completed,0.8030803080308031
passes,0.894939493949395
dribbles_completed,0.013751375137513752
dribbles,0.02035203520352035
passes_completed_short,0.33003300330033003
passes_short,0.3558855885588559
passes_completed_medium,0.3470847084708471
passes_medium,0.3773377337733773
passes_completed_long,0.11716171617161716
passes_long,0.1397139713971397
passes_total_distance,15.415841584158416
passes_free_kicks,0.022002200220022004
through_balls,0.0027502750275027505
passes_pressure,0.15401540154015403
passes_switches,0.03355335533553355
crosses,0.005500550055005501
corner_kicks,0.00055005500550055
passes_intercepted,0.011001100110011002
passes_blocked,0.01595159515951595
dispossessed,0.012651265126512651
goals,0.00055005500550055
assists,0.00055005500550055
pens_made,0.0
pens_att,0.0
shots_total,0.02145214521452145
shots_on_target,0.005500550055005501
sca,0.03905390539053905
gca,0.0022002200220022
xg,0.0004950495049504952
crosses_into_penalty_area,0.0011001100110011
passes_into_final_third,0.08855885588558855
passes_into_penalty_area,0.0165016501650165
progressive_passes,0.08250825082508251
carry_progressive_distance,2.27007700770077
assisted_shots,0.013201320132013201
fouled,0.011001100110011002
pens_won,0.0
tackles,0.022002200220022004
interceptions,0.01155115511551155
blocks,0.02145214521452145
tackles_won,0.01595159515951595
dribble_tackles,0.0088008800880088
dribbles_vs,0.030253025302530254
pressures,0.23212321232123212
pressure_regains,0.06490649064906491
clearances,0.007150715071507151
errors,0.0
aerials_won,0.0033003300330033004
aerials_lost,0.0022002200220022
ball_recoveries,0.11716171617161716
pens_conceded,0.0
fouls,0.00825082508250825
cards_yellow_red,0.00055005500550055
