position,RW
minutes,1388.0
passes_completed,369.0
passes,519.0
dribbles_completed,19.0
dribbles,30.0
passes_completed_short,217.0
passes_short,272.0
passes_completed_medium,124.0
passes_medium,169.0
passes_completed_long,23.0
passes_long,50.0
passes_total_distance,5421.0
passes_free_kicks,0.0
through_balls,2.0
passes_pressure,136.0
passes_switches,12.0
crosses,46.0
corner_kicks,4.0
passes_intercepted,15.0
passes_blocked,25.0
dispossessed,30.0
goals,2.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,45.0
shots_on_target,13.0
sca,61.0
gca,5.0
xg,3.300000000000001
crosses_into_penalty_area,9.0
passes_into_final_third,13.0
passes_into_penalty_area,18.0
progressive_passes,29.0
carry_progressive_distance,2262.0
assisted_shots,26.0
fouled,29.0
pens_won,0.0
tackles,16.0
interceptions,7.0
blocks,17.0
tackles_won,10.0
dribble_tackles,5.0
dribbles_vs,24.0
pressures,173.0
pressure_regains,49.0
clearances,12.0
errors,0.0
aerials_won,9.0
aerials_lost,14.0
ball_recoveries,99.0
pens_conceded,0.0
fouls,8.0
cards_yellow_red,0.0
