position,FW
minutes,181.0
passes_completed,19.0
passes,38.0
dribbles_completed,4.0
dribbles,9.0
passes_completed_short,13.0
passes_short,20.0
passes_completed_medium,3.0
passes_medium,10.0
passes_completed_long,1.0
passes_long,2.0
passes_total_distance,243.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,19.0
passes_switches,0.0
crosses,4.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,5.0
dispossessed,5.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,2.0
sca,5.0
gca,0.0
xg,0.7
crosses_into_penalty_area,0.0
passes_into_final_third,1.0
passes_into_penalty_area,0.0
progressive_passes,1.0
carry_progressive_distance,165.0
assisted_shots,2.0
fouled,3.0
pens_won,0.0
tackles,3.0
interceptions,0.0
blocks,2.0
tackles_won,3.0
dribble_tackles,0.0
dribbles_vs,1.0
pressures,41.0
pressure_regains,12.0
clearances,0.0
errors,0.0
aerials_won,4.0
aerials_lost,7.0
ball_recoveries,12.0
pens_conceded,0.0
fouls,6.0
cards_yellow_red,0.0
