position,FW
minutes,3026.0
passes_completed,458.0
passes,605.0
dribbles_completed,10.0
dribbles,23.0
passes_completed_short,272.0
passes_short,353.0
passes_completed_medium,145.0
passes_medium,180.0
passes_completed_long,18.0
passes_long,26.0
passes_total_distance,6337.0
passes_free_kicks,2.0
through_balls,3.0
passes_pressure,156.0
passes_switches,3.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,17.0
passes_blocked,25.0
dispossessed,37.0
goals,13.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,80.0
shots_on_target,36.0
sca,85.0
gca,13.0
xg,15.3
crosses_into_penalty_area,0.0
passes_into_final_third,22.0
passes_into_penalty_area,13.0
progressive_passes,28.0
carry_progressive_distance,1171.0
assisted_shots,44.0
fouled,74.0
pens_won,2.0
tackles,8.0
interceptions,8.0
blocks,14.0
tackles_won,3.0
dribble_tackles,0.0
dribbles_vs,16.0
pressures,455.0
pressure_regains,117.0
clearances,12.0
errors,0.0
aerials_won,66.0
aerials_lost,84.0
ball_recoveries,111.0
pens_conceded,0.0
fouls,65.0
cards_yellow_red,0.0
