position,LW
passes_completed,0.22312556458897922
passes,0.31910569105691056
dribbles_completed,0.024390243902439025
dribbles,0.04245709123757904
passes_completed_short,0.12443541102077688
passes_short,0.16079494128274616
passes_completed_medium,0.07384823848238482
passes_medium,0.10185185185185185
passes_completed_long,0.018518518518518517
passes_long,0.034552845528455285
passes_total_distance,3.5079042457091236
passes_free_kicks,0.002258355916892502
through_balls,0.0024841915085817524
passes_pressure,0.07158988256549233
passes_switches,0.007000903342366757
crosses,0.018518518518518517
corner_kicks,0.0038392050587172538
passes_intercepted,0.0076784101174345075
passes_blocked,0.017841011743450767
dispossessed,0.028906955736224028
goals,0.007226738934056007
assists,0.0006775067750677507
pens_made,0.0013550135501355014
pens_att,0.0015808491418247517
shots_total,0.04042457091237579
shots_on_target,0.016034327009936768
sca,0.03590785907859079
gca,0.004290876242095754
xg,0.005691056910569105
crosses_into_penalty_area,0.0024841915085817524
passes_into_final_third,0.01942186088527552
passes_into_penalty_area,0.013550135501355014
progressive_passes,0.02935862691960253
carry_progressive_distance,1.632791327913279
assisted_shots,0.016485998193315265
fouled,0.012646793134598013
pens_won,0.00022583559168925022
tackles,0.01061427280939476
interceptions,0.0033875338753387536
blocks,0.011969286359530262
tackles_won,0.005871725383920506
dribble_tackles,0.0020325203252032522
dribbles_vs,0.013550135501355014
pressures,0.2014453477868112
pressure_regains,0.05058717253839205
clearances,0.0018066847335140017
errors,0.0
aerials_won,0.014453477868112014
aerials_lost,0.024616079494128276
ball_recoveries,0.057362240289069555
pens_conceded,0.00022583559168925022
fouls,0.017389340560072266
cards_yellow_red,0.0
