position,LW
minutes,664.0
passes_completed,90.0
passes,144.0
dribbles_completed,8.0
dribbles,16.0
passes_completed_short,53.0
passes_short,70.0
passes_completed_medium,28.0
passes_medium,42.0
passes_completed_long,7.0
passes_long,22.0
passes_total_distance,1348.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,43.0
passes_switches,1.0
crosses,4.0
corner_kicks,0.0
passes_intercepted,4.0
passes_blocked,11.0
dispossessed,15.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,3.0
sca,10.0
gca,2.0
xg,0.7000000000000001
crosses_into_penalty_area,0.0
passes_into_final_third,4.0
passes_into_penalty_area,4.0
progressive_passes,11.0
carry_progressive_distance,353.0
assisted_shots,2.0
fouled,3.0
pens_won,0.0
tackles,7.0
interceptions,1.0
blocks,14.0
tackles_won,4.0
dribble_tackles,1.0
dribbles_vs,6.0
pressures,227.0
pressure_regains,52.0
clearances,6.0
errors,0.0
aerials_won,12.0
aerials_lost,16.0
ball_recoveries,40.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
