position,RW
minutes,592.0
passes_completed,108.0
passes,164.0
dribbles_completed,9.0
dribbles,14.0
passes_completed_short,66.0
passes_short,86.0
passes_completed_medium,34.0
passes_medium,54.0
passes_completed_long,6.0
passes_long,17.0
passes_total_distance,1553.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,31.0
passes_switches,0.0
crosses,7.0
corner_kicks,1.0
passes_intercepted,4.0
passes_blocked,8.0
dispossessed,14.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,9.0
shots_on_target,2.0
sca,9.0
gca,0.0
xg,0.7
crosses_into_penalty_area,1.0
passes_into_final_third,5.0
passes_into_penalty_area,4.0
progressive_passes,5.0
carry_progressive_distance,551.0
assisted_shots,5.0
fouled,8.0
pens_won,0.0
tackles,8.0
interceptions,2.0
blocks,8.0
tackles_won,3.0
dribble_tackles,6.0
dribbles_vs,16.0
pressures,114.0
pressure_regains,32.0
clearances,2.0
errors,0.0
aerials_won,2.0
aerials_lost,8.0
ball_recoveries,48.0
pens_conceded,0.0
fouls,11.0
cards_yellow_red,0.0
