position,LB
passes_completed,0.44052287581699345
passes,0.6143790849673203
dribbles_completed,0.01699346405228758
dribbles,0.02483660130718954
passes_completed_short,0.2130718954248366
passes_short,0.24052287581699347
passes_completed_medium,0.17516339869281045
passes_medium,0.24444444444444444
passes_completed_long,0.050980392156862744
passes_long,0.12026143790849673
passes_total_distance,7.807843137254902
passes_free_kicks,0.009150326797385621
through_balls,0.0
passes_pressure,0.09673202614379085
passes_switches,0.006535947712418301
crosses,0.01568627450980392
corner_kicks,0.0
passes_intercepted,0.009150326797385621
passes_blocked,0.01045751633986928
dispossessed,0.006535947712418301
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.009150326797385621
shots_on_target,0.0
sca,0.01045751633986928
gca,0.0
xg,0.00026143790849673205
crosses_into_penalty_area,0.006535947712418301
passes_into_final_third,0.02875816993464052
passes_into_penalty_area,0.01699346405228758
progressive_passes,0.043137254901960784
carry_progressive_distance,1.4352941176470588
assisted_shots,0.00392156862745098
fouled,0.018300653594771243
pens_won,0.0
tackles,0.0196078431372549
interceptions,0.0196078431372549
blocks,0.027450980392156862
tackles_won,0.011764705882352941
dribble_tackles,0.00784313725490196
dribbles_vs,0.022222222222222223
pressures,0.15816993464052287
pressure_regains,0.043137254901960784
clearances,0.01437908496732026
errors,0.0
aerials_won,0.00522875816993464
aerials_lost,0.01045751633986928
ball_recoveries,0.09411764705882353
pens_conceded,0.0
fouls,0.018300653594771243
cards_yellow_red,0.0
