position,FW
minutes,2434.0
passes_completed,387.0
passes,557.0
dribbles_completed,7.0
dribbles,26.0
passes_completed_short,250.0
passes_short,324.0
passes_completed_medium,106.0
passes_medium,161.0
passes_completed_long,12.0
passes_long,25.0
passes_total_distance,5094.0
passes_free_kicks,1.0
through_balls,1.0
passes_pressure,148.0
passes_switches,4.0
crosses,3.0
corner_kicks,0.0
passes_intercepted,16.0
passes_blocked,32.0
dispossessed,30.0
goals,7.0
assists,1.0
pens_made,1.0
pens_att,2.0
shots_total,56.0
shots_on_target,18.0
sca,34.0
gca,4.0
xg,9.700000000000001
crosses_into_penalty_area,1.0
passes_into_final_third,21.0
passes_into_penalty_area,6.0
progressive_passes,16.0
carry_progressive_distance,1013.0
assisted_shots,14.0
fouled,20.0
pens_won,1.0
tackles,22.0
interceptions,4.0
blocks,31.0
tackles_won,12.0
dribble_tackles,3.0
dribbles_vs,39.0
pressures,687.0
pressure_regains,123.0
clearances,12.0
errors,1.0
aerials_won,69.0
aerials_lost,108.0
ball_recoveries,115.0
pens_conceded,0.0
fouls,58.0
cards_yellow_red,0.0
