position,GK
minutes,5670.0
passes_completed,977.0
passes,1548.0
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,104.0
passes_short,105.0
passes_completed_medium,443.0
passes_medium,448.0
passes_completed_long,429.0
passes_long,993.0
passes_total_distance,33966.0
passes_free_kicks,164.0
through_balls,0.0
passes_pressure,107.0
passes_switches,54.0
crosses,0.0
corner_kicks,1.0
passes_intercepted,10.0
passes_blocked,3.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,5.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,10.0
passes_into_penalty_area,0.0
progressive_passes,0.0
carry_progressive_distance,2109.0
assisted_shots,1.0
fouled,11.0
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,5.0
pressures,4.0
pressure_regains,0.0
clearances,4.0
errors,2.0
aerials_won,1.0
aerials_lost,0.0
ball_recoveries,344.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
