position,RM
minutes,335.0
passes_completed,0.21194029850746268
passes,0.30149253731343284
dribbles_completed,0.008955223880597015
dribbles,0.01791044776119403
passes_completed_short,0.08955223880597014
passes_short,0.11343283582089553
passes_completed_medium,0.09253731343283582
passes_medium,0.13134328358208955
passes_completed_long,0.020895522388059702
passes_long,0.03283582089552239
passes_total_distance,3.626865671641791
passes_free_kicks,0.005970149253731343
through_balls,0.005970149253731343
passes_pressure,0.07761194029850746
passes_switches,0.005970149253731343
crosses,0.011940298507462687
corner_kicks,0.0029850746268656717
passes_intercepted,0.011940298507462687
passes_blocked,0.029850746268656716
dispossessed,0.011940298507462687
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.005970149253731343
shots_on_target,0.0
sca,0.03582089552238806
gca,0.0029850746268656717
xg,0.0008955223880597015
crosses_into_penalty_area,0.0
passes_into_final_third,0.023880597014925373
passes_into_penalty_area,0.011940298507462687
progressive_passes,0.041791044776119404
carry_progressive_distance,1.3134328358208955
assisted_shots,0.01791044776119403
fouled,0.041791044776119404
pens_won,0.0029850746268656717
tackles,0.0029850746268656717
interceptions,0.0029850746268656717
blocks,0.005970149253731343
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,0.0029850746268656717
pressures,0.1880597014925373
pressure_regains,0.04776119402985075
clearances,0.0029850746268656717
errors,0.0
aerials_won,0.0029850746268656717
aerials_lost,0.011940298507462687
ball_recoveries,0.05373134328358209
pens_conceded,0.0
fouls,0.011940298507462687
cards_yellow_red,0.0
