position,DM
minutes,6999.0
passes_completed,3774.0
passes,4558.0
dribbles_completed,122.0
dribbles,148.0
passes_completed_short,1690.0
passes_short,1908.0
passes_completed_medium,1496.0
passes_medium,1732.0
passes_completed_long,523.0
passes_long,800.0
passes_total_distance,70516.0
passes_free_kicks,89.0
through_balls,10.0
passes_pressure,840.0
passes_switches,148.0
crosses,25.0
corner_kicks,39.0
passes_intercepted,83.0
passes_blocked,73.0
dispossessed,53.0
goals,9.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,89.0
shots_on_target,18.0
sca,137.0
gca,22.0
xg,4.100000000000001
crosses_into_penalty_area,5.0
passes_into_final_third,430.0
passes_into_penalty_area,64.0
progressive_passes,425.0
carry_progressive_distance,10666.0
assisted_shots,47.0
fouled,88.0
pens_won,0.0
tackles,191.0
interceptions,97.0
blocks,157.0
tackles_won,130.0
dribble_tackles,54.0
dribbles_vs,164.0
pressures,1421.0
pressure_regains,421.0
clearances,104.0
errors,3.0
aerials_won,118.0
aerials_lost,78.0
ball_recoveries,1012.0
pens_conceded,1.0
fouls,119.0
cards_yellow_red,1.0
