position,LB
passes_completed,0.3541561712846348
passes,0.48463476070528966
dribbles_completed,0.007556675062972292
dribbles,0.01057934508816121
passes_completed_short,0.1677581863979849
passes_short,0.1924433249370277
passes_completed_medium,0.14609571788413098
passes_medium,0.2
passes_completed_long,0.029722921914357683
passes_long,0.072544080604534
passes_total_distance,5.993450881612091
passes_free_kicks,0.0025188916876574307
through_balls,0.0
passes_pressure,0.07153652392947103
passes_switches,0.005037783375314861
crosses,0.02216624685138539
corner_kicks,0.0005037783375314861
passes_intercepted,0.011083123425692695
passes_blocked,0.008060453400503778
dispossessed,0.0055415617128463475
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.003526448362720403
shots_on_target,0.0005037783375314861
sca,0.01712846347607053
gca,0.0005037783375314861
xg,0.00010075566750629723
crosses_into_penalty_area,0.0055415617128463475
passes_into_final_third,0.020151133501259445
passes_into_penalty_area,0.00906801007556675
progressive_passes,0.028211586901763223
carry_progressive_distance,1.231234256926952
assisted_shots,0.008564231738035265
fouled,0.004534005037783375
pens_won,0.0
tackles,0.011586901763224182
interceptions,0.013602015113350126
blocks,0.016120906801007556
tackles_won,0.007052896725440806
dribble_tackles,0.005037783375314861
dribbles_vs,0.00906801007556675
pressures,0.11183879093198992
pressure_regains,0.0327455919395466
clearances,0.022670025188916875
errors,0.0005037783375314861
aerials_won,0.007052896725440806
aerials_lost,0.01057934508816121
ball_recoveries,0.12644836272040302
pens_conceded,0.0
fouls,0.007556675062972292
cards_yellow_red,0.0
