position,GK
SoTA,0.0696798493408663
GA,0.026365348399246705
Saves,0.04331450094161959
#OPA,0.003766478342749529
Cmp,0.047080979284369114
Att,0.09792843691148775
Thr,0.0696798493408663
Stp,0.0018832391713747645
