position,GK
passes_completed,0.2574712643678161
passes,0.3681992337164751
dribbles_completed,0.0015325670498084292
dribbles,0.0015325670498084292
passes_completed_short,0.027586206896551724
passes_short,0.028735632183908046
passes_completed_medium,0.11455938697318008
passes_medium,0.11724137931034483
passes_completed_long,0.11494252873563218
passes_long,0.2210727969348659
passes_total_distance,8.748275862068965
passes_free_kicks,0.032567049808429116
through_balls,0.0
passes_pressure,0.02528735632183908
passes_switches,0.01532567049808429
crosses,0.0
corner_kicks,0.0
passes_intercepted,0.0003831417624521073
passes_blocked,0.0015325670498084292
dispossessed,0.0003831417624521073
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,0.0007662835249042146
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,0.004980842911877395
passes_into_penalty_area,0.0
progressive_passes,0.0
carry_progressive_distance,0.3766283524904215
assisted_shots,0.0
fouled,0.0022988505747126436
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,0.0026819923371647508
pressures,0.0019157088122605363
pressure_regains,0.0
clearances,0.0011494252873563218
errors,0.0007662835249042146
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,0.059770114942528735
pens_conceded,0.0
fouls,0.0
cards_yellow_red,0.0
