position,CB
minutes,3060.0
passes_completed,0.33986928104575165
passes,0.4388888888888889
dribbles_completed,0.000980392156862745
dribbles,0.000980392156862745
passes_completed_short,0.08235294117647059
passes_short,0.09673202614379085
passes_completed_medium,0.17973856209150327
passes_medium,0.2107843137254902
passes_completed_long,0.07712418300653595
passes_long,0.12581699346405228
passes_total_distance,7.860130718954248
passes_free_kicks,0.011437908496732025
through_balls,0.0
passes_pressure,0.07254901960784314
passes_switches,0.00980392156862745
crosses,0.00392156862745098
corner_kicks,0.0
passes_intercepted,0.00261437908496732
passes_blocked,0.00784313725490196
dispossessed,0.000980392156862745
goals,0.0
assists,0.000326797385620915
pens_made,0.0
pens_att,0.0
shots_total,0.0022875816993464053
shots_on_target,0.000326797385620915
sca,0.004575163398692811
gca,0.000980392156862745
xg,9.803921568627452e-05
crosses_into_penalty_area,0.000326797385620915
passes_into_final_third,0.030392156862745098
passes_into_penalty_area,0.0022875816993464053
progressive_passes,0.027777777777777776
carry_progressive_distance,0.5627450980392157
assisted_shots,0.00196078431372549
fouled,0.0022875816993464053
pens_won,0.0
tackles,0.012091503267973857
interceptions,0.01568627450980392
blocks,0.013725490196078431
tackles_won,0.009477124183006535
dribble_tackles,0.005555555555555556
dribbles_vs,0.012091503267973857
pressures,0.060784313725490195
pressure_regains,0.021568627450980392
clearances,0.03954248366013072
errors,0.000326797385620915
aerials_won,0.011111111111111112
aerials_lost,0.008169934640522876
ball_recoveries,0.13856209150326798
pens_conceded,0.00065359477124183
fouls,0.012745098039215686
cards_yellow_red,0.0
