position,RB
minutes,6057.0
passes_completed,3342.0
passes,4240.0
dribbles_completed,46.0
dribbles,109.0
passes_completed_short,1411.0
passes_short,1641.0
passes_completed_medium,1543.0
passes_medium,1837.0
passes_completed_long,346.0
passes_long,613.0
passes_total_distance,60923.0
passes_free_kicks,72.0
through_balls,5.0
passes_pressure,637.0
passes_switches,102.0
crosses,168.0
corner_kicks,4.0
passes_intercepted,105.0
passes_blocked,144.0
dispossessed,75.0
goals,2.0
assists,13.0
pens_made,0.0
pens_att,0.0
shots_total,49.0
shots_on_target,15.0
sca,163.0
gca,19.0
xg,2.4
crosses_into_penalty_area,37.0
passes_into_final_third,240.0
passes_into_penalty_area,94.0
progressive_passes,417.0
carry_progressive_distance,9794.0
assisted_shots,83.0
fouled,88.0
pens_won,0.0
tackles,194.0
interceptions,104.0
blocks,104.0
tackles_won,102.0
dribble_tackles,72.0
dribbles_vs,167.0
pressures,993.0
pressure_regains,315.0
clearances,129.0
errors,1.0
aerials_won,79.0
aerials_lost,67.0
ball_recoveries,684.0
pens_conceded,3.0
fouls,96.0
cards_yellow_red,0.0
