position,RW
minutes,3216.0
passes_completed,1489.0
passes,1875.0
dribbles_completed,149.0
dribbles,236.0
passes_completed_short,698.0
passes_short,795.0
passes_completed_medium,558.0
passes_medium,667.0
passes_completed_long,206.0
passes_long,326.0
passes_total_distance,27436.0
passes_free_kicks,5.0
through_balls,5.0
passes_pressure,314.0
passes_switches,104.0
crosses,141.0
corner_kicks,46.0
passes_intercepted,29.0
passes_blocked,70.0
dispossessed,72.0
goals,6.0
assists,16.0
pens_made,0.0
pens_att,0.0
shots_total,78.0
shots_on_target,29.0
sca,199.0
gca,35.0
xg,4.0
crosses_into_penalty_area,25.0
passes_into_final_third,100.0
passes_into_penalty_area,78.0
progressive_passes,177.0
carry_progressive_distance,9883.0
assisted_shots,111.0
fouled,37.0
pens_won,1.0
tackles,28.0
interceptions,24.0
blocks,36.0
tackles_won,23.0
dribble_tackles,10.0
dribbles_vs,39.0
pressures,596.0
pressure_regains,141.0
clearances,8.0
errors,0.0
aerials_won,11.0
aerials_lost,30.0
ball_recoveries,220.0
pens_conceded,0.0
fouls,45.0
cards_yellow_red,0.0
