position,RB
minutes,2989.0
passes_completed,864.0
passes,1225.0
dribbles_completed,57.0
dribbles,100.0
passes_completed_short,462.0
passes_short,602.0
passes_completed_medium,302.0
passes_medium,424.0
passes_completed_long,79.0
passes_long,129.0
passes_total_distance,14197.0
passes_free_kicks,4.0
through_balls,6.0
passes_pressure,287.0
passes_switches,26.0
crosses,53.0
corner_kicks,0.0
passes_intercepted,30.0
passes_blocked,61.0
dispossessed,70.0
goals,7.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,46.0
shots_on_target,16.0
sca,68.0
gca,6.0
xg,4.6000000000000005
crosses_into_penalty_area,11.0
passes_into_final_third,62.0
passes_into_penalty_area,33.0
progressive_passes,93.0
carry_progressive_distance,3940.0
assisted_shots,29.0
fouled,68.0
pens_won,0.0
tackles,52.0
interceptions,34.0
blocks,55.0
tackles_won,42.0
dribble_tackles,13.0
dribbles_vs,41.0
pressures,761.0
pressure_regains,171.0
clearances,47.0
errors,2.0
aerials_won,120.0
aerials_lost,79.0
ball_recoveries,280.0
pens_conceded,0.0
fouls,63.0
cards_yellow_red,0.0
