position,CM
passes_completed,0.3784227820372399
passes,0.513873676524279
dribbles_completed,0.008397225264695144
dribbles,0.01533406352683461
passes_completed_short,0.15717415115005476
passes_short,0.19696969696969696
passes_completed_medium,0.15498357064622126
passes_medium,0.19386637458926614
passes_completed_long,0.05786783497626871
passes_long,0.10204454180357794
passes_total_distance,7.252464403066813
passes_free_kicks,0.007301935012778387
through_balls,0.001095290251916758
passes_pressure,0.11190215407082876
passes_switches,0.01606425702811245
crosses,0.018985031033223805
corner_kicks,0.00018254837531945966
passes_intercepted,0.012048192771084338
passes_blocked,0.012230741146403797
dispossessed,0.012778386272362175
goals,0.000547645125958379
assists,0.00018254837531945966
pens_made,0.0
pens_att,0.0
shots_total,0.015516611902154072
shots_on_target,0.0034684191310697336
sca,0.0198977729098211
gca,0.0014603870025556773
xg,0.0007667031763417308
crosses_into_penalty_area,0.002555677254472435
passes_into_final_third,0.03048557867834976
passes_into_penalty_area,0.007301935012778387
progressive_passes,0.03322380430814166
carry_progressive_distance,1.082146768893757
assisted_shots,0.0065717415115005475
fouled,0.01077035414384812
pens_won,0.0
tackles,0.03194596568090544
interceptions,0.02044541803577948
blocks,0.03431909456005842
tackles_won,0.019532676159182184
dribble_tackles,0.007484483388097846
dribbles_vs,0.02610441767068273
pressures,0.26652062796641107
pressure_regains,0.06754289886820007
clearances,0.0312157721796276
errors,0.00018254837531945966
aerials_won,0.03723986856516977
aerials_lost,0.01715954728002921
ball_recoveries,0.13818912011683096
pens_conceded,0.00018254837531945966
fouls,0.01642935377875137
cards_yellow_red,0.0
