position,RB
minutes,4424.0
passes_completed,2503.0
passes,3026.0
dribbles_completed,37.0
dribbles,61.0
passes_completed_short,1177.0
passes_short,1332.0
passes_completed_medium,1056.0
passes_medium,1241.0
passes_completed_long,236.0
passes_long,360.0
passes_total_distance,43713.0
passes_free_kicks,19.0
through_balls,3.0
passes_pressure,454.0
passes_switches,68.0
crosses,183.0
corner_kicks,4.0
passes_intercepted,64.0
passes_blocked,78.0
dispossessed,31.0
goals,7.0
assists,8.0
pens_made,0.0
pens_att,0.0
shots_total,35.0
shots_on_target,13.0
sca,101.0
gca,15.0
xg,4.7
crosses_into_penalty_area,31.0
passes_into_final_third,160.0
passes_into_penalty_area,69.0
progressive_passes,242.0
carry_progressive_distance,8788.0
assisted_shots,60.0
fouled,12.0
pens_won,1.0
tackles,109.0
interceptions,34.0
blocks,92.0
tackles_won,66.0
dribble_tackles,45.0
dribbles_vs,102.0
pressures,648.0
pressure_regains,211.0
clearances,80.0
errors,1.0
aerials_won,55.0
aerials_lost,28.0
ball_recoveries,484.0
pens_conceded,1.0
fouls,72.0
cards_yellow_red,0.0
