position,FW
passes_completed,0.10695876288659793
passes,0.17783505154639176
dribbles_completed,0.01675257731958763
dribbles,0.027061855670103094
passes_completed_short,0.05798969072164949
passes_short,0.08634020618556701
passes_completed_medium,0.03350515463917526
passes_medium,0.04896907216494845
passes_completed_long,0.011597938144329897
passes_long,0.01804123711340206
passes_total_distance,1.8079896907216495
passes_free_kicks,0.001288659793814433
through_balls,0.001288659793814433
passes_pressure,0.05670103092783505
passes_switches,0.003865979381443299
crosses,0.002577319587628866
corner_kicks,0.0
passes_intercepted,0.010309278350515464
passes_blocked,0.014175257731958763
dispossessed,0.02577319587628866
goals,0.002577319587628866
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.02190721649484536
shots_on_target,0.00902061855670103
sca,0.01675257731958763
gca,0.001288659793814433
xg,0.002706185567010309
crosses_into_penalty_area,0.0
passes_into_final_third,0.003865979381443299
passes_into_penalty_area,0.002577319587628866
progressive_passes,0.007731958762886598
carry_progressive_distance,0.4639175257731959
assisted_shots,0.003865979381443299
fouled,0.020618556701030927
pens_won,0.0
tackles,0.006443298969072165
interceptions,0.002577319587628866
blocks,0.011597938144329897
tackles_won,0.005154639175257732
dribble_tackles,0.001288659793814433
dribbles_vs,0.01288659793814433
pressures,0.25773195876288657
pressure_regains,0.07087628865979381
clearances,0.010309278350515464
errors,0.0
aerials_won,0.011597938144329897
aerials_lost,0.05798969072164949
ball_recoveries,0.03608247422680412
pens_conceded,0.0
fouls,0.02190721649484536
cards_yellow_red,0.0
