position,GK
minutes,4500.0
passes_completed,989.0
passes,1618.0
dribbles_completed,5.0
dribbles,5.0
passes_completed_short,143.0
passes_short,144.0
passes_completed_medium,414.0
passes_medium,420.0
passes_completed_long,427.0
passes_long,1049.0
passes_total_distance,34482.0
passes_free_kicks,159.0
through_balls,2.0
passes_pressure,124.0
passes_switches,30.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,8.0
passes_blocked,3.0
dispossessed,0.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,12.0
gca,2.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,46.0
passes_into_penalty_area,5.0
progressive_passes,1.0
carry_progressive_distance,2165.0
assisted_shots,4.0
fouled,2.0
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,2.0
pressures,2.0
pressure_regains,1.0
clearances,3.0
errors,3.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,210.0
pens_conceded,0.0
fouls,0.0
cards_yellow_red,0.0
