position,RB
minutes,7243.0
passes_completed,3077.0
passes,4024.0
dribbles_completed,51.0
dribbles,102.0
passes_completed_short,1390.0
passes_short,1596.0
passes_completed_medium,1370.0
passes_medium,1693.0
passes_completed_long,286.0
passes_long,613.0
passes_total_distance,54663.0
passes_free_kicks,81.0
through_balls,2.0
passes_pressure,551.0
passes_switches,81.0
crosses,195.0
corner_kicks,5.0
passes_intercepted,66.0
passes_blocked,138.0
dispossessed,69.0
goals,2.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,28.0
shots_on_target,7.0
sca,115.0
gca,15.0
xg,0.8
crosses_into_penalty_area,51.0
passes_into_final_third,180.0
passes_into_penalty_area,84.0
progressive_passes,250.0
carry_progressive_distance,9658.0
assisted_shots,50.0
fouled,185.0
pens_won,0.0
tackles,172.0
interceptions,83.0
blocks,135.0
tackles_won,96.0
dribble_tackles,74.0
dribbles_vs,173.0
pressures,949.0
pressure_regains,271.0
clearances,245.0
errors,0.0
aerials_won,139.0
aerials_lost,80.0
ball_recoveries,710.0
pens_conceded,2.0
fouls,117.0
cards_yellow_red,1.0
