position,GK
minutes,9990.0
passes_completed,2779.0
passes,3314.0
dribbles_completed,1.0
dribbles,1.0
passes_completed_short,561.0
passes_short,565.0
passes_completed_medium,1367.0
passes_medium,1382.0
passes_completed_long,847.0
passes_long,1363.0
passes_total_distance,73264.0
passes_free_kicks,168.0
through_balls,1.0
passes_pressure,311.0
passes_switches,65.0
crosses,0.0
corner_kicks,1.0
passes_intercepted,15.0
passes_blocked,3.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,11.0
gca,2.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,7.0
passes_into_penalty_area,0.0
progressive_passes,0.0
carry_progressive_distance,4915.0
assisted_shots,2.0
fouled,17.0
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,4.0
pressures,9.0
pressure_regains,2.0
clearances,2.0
errors,1.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,461.0
pens_conceded,2.0
fouls,2.0
cards_yellow_red,0.0
