position,CM
minutes,8814.0
passes_completed,3992.0
passes,4670.0
dribbles_completed,91.0
dribbles,118.0
passes_completed_short,1673.0
passes_short,1898.0
passes_completed_medium,1667.0
passes_medium,1883.0
passes_completed_long,551.0
passes_long,711.0
passes_total_distance,74417.0
passes_free_kicks,99.0
through_balls,6.0
passes_pressure,913.0
passes_switches,147.0
crosses,29.0
corner_kicks,0.0
passes_intercepted,75.0
passes_blocked,68.0
dispossessed,93.0
goals,8.0
assists,6.0
pens_made,0.0
pens_att,0.0
shots_total,88.0
shots_on_target,21.0
sca,195.0
gca,18.0
xg,4.4
crosses_into_penalty_area,8.0
passes_into_final_third,327.0
passes_into_penalty_area,64.0
progressive_passes,369.0
carry_progressive_distance,8836.0
assisted_shots,75.0
fouled,82.0
pens_won,0.0
tackles,247.0
interceptions,140.0
blocks,237.0
tackles_won,168.0
dribble_tackles,78.0
dribbles_vs,244.0
pressures,2275.0
pressure_regains,632.0
clearances,143.0
errors,2.0
aerials_won,95.0
aerials_lost,70.0
ball_recoveries,1191.0
pens_conceded,0.0
fouls,114.0
cards_yellow_red,0.0
