position,RW
minutes,5662.0
passes_completed,2109.0
passes,2668.0
dribbles_completed,160.0
dribbles,275.0
passes_completed_short,1068.0
passes_short,1248.0
passes_completed_medium,767.0
passes_medium,965.0
passes_completed_long,232.0
passes_long,341.0
passes_total_distance,35794.0
passes_free_kicks,31.0
through_balls,12.0
passes_pressure,522.0
passes_switches,75.0
crosses,125.0
corner_kicks,39.0
passes_intercepted,75.0
passes_blocked,76.0
dispossessed,108.0
goals,21.0
assists,9.0
pens_made,0.0
pens_att,0.0
shots_total,186.0
shots_on_target,68.0
sca,227.0
gca,33.0
xg,18.599999999999998
crosses_into_penalty_area,22.0
passes_into_final_third,135.0
passes_into_penalty_area,96.0
progressive_passes,245.0
carry_progressive_distance,10643.0
assisted_shots,80.0
fouled,98.0
pens_won,4.0
tackles,78.0
interceptions,81.0
blocks,85.0
tackles_won,36.0
dribble_tackles,21.0
dribbles_vs,90.0
pressures,1071.0
pressure_regains,283.0
clearances,53.0
errors,1.0
aerials_won,43.0
aerials_lost,47.0
ball_recoveries,351.0
pens_conceded,0.0
fouls,65.0
cards_yellow_red,0.0
