position,RB
passes_completed,0.36496350364963503
passes,0.48819235723486476
dribbles_completed,0.015457277801631602
dribbles,0.027908973808501502
passes_completed_short,0.1455560326320309
passes_short,0.17174753112924002
passes_completed_medium,0.1678832116788321
passes_medium,0.2099613568054959
passes_completed_long,0.047230571060541
passes_long,0.08716187204808931
passes_total_distance,6.945040790038643
passes_free_kicks,0.0060111635895234005
through_balls,0.00042936882782310007
passes_pressure,0.090167453842851
passes_switches,0.010734220695577501
crosses,0.021468441391155002
corner_kicks,0.0
passes_intercepted,0.0060111635895234005
passes_blocked,0.0236152855302705
dispossessed,0.011592958351223702
goals,0.00042936882782310007
assists,0.00042936882782310007
pens_made,0.0
pens_att,0.0
shots_total,0.005152425933877201
shots_on_target,0.0017174753112924003
sca,0.017174753112924
gca,0.0017174753112924003
xg,0.00038643194504079005
crosses_into_penalty_area,0.0038643194504079004
passes_into_final_third,0.018892228424216402
passes_into_penalty_area,0.008587376556462
progressive_passes,0.0317732932589094
carry_progressive_distance,1.359811077715758
assisted_shots,0.0072992700729927005
fouled,0.015027908973808502
pens_won,0.0
tackles,0.0399313009875483
interceptions,0.012022327179046801
blocks,0.021468441391155002
tackles_won,0.021897810218978103
dribble_tackles,0.013310433662516101
dribbles_vs,0.0223271790468012
pressures,0.1902103907256333
pressure_regains,0.054100472305710606
clearances,0.0399313009875483
errors,0.0008587376556462001
aerials_won,0.018033490768570203
aerials_lost,0.0098754830399313
ball_recoveries,0.08630313439244311
pens_conceded,0.00042936882782310007
fouls,0.023185916702447403
cards_yellow_red,0.0
