position,LB
minutes,1323.0
passes_completed,0.5298563869992441
passes,0.6946334089191232
dribbles_completed,0.013605442176870748
dribbles,0.022675736961451247
passes_completed_short,0.22675736961451248
passes_short,0.2562358276643991
passes_completed_medium,0.24338624338624337
passes_medium,0.30385487528344673
passes_completed_long,0.05442176870748299
passes_long,0.11489040060468632
passes_total_distance,9.733182161753591
passes_free_kicks,0.013605442176870748
through_balls,0.0
passes_pressure,0.10808767951625095
passes_switches,0.021164021164021163
crosses,0.050642479213907785
corner_kicks,0.0
passes_intercepted,0.01436130007558579
passes_blocked,0.02418745275888133
dispossessed,0.011337868480725623
goals,0.0
assists,0.0015117157974300832
pens_made,0.0
pens_att,0.0
shots_total,0.007558578987150416
shots_on_target,0.0007558578987150416
sca,0.015873015873015872
gca,0.0015117157974300832
xg,0.0
crosses_into_penalty_area,0.007558578987150416
passes_into_final_third,0.04081632653061224
passes_into_penalty_area,0.012849584278155708
progressive_passes,0.04081632653061224
carry_progressive_distance,2.0778533635676495
assisted_shots,0.009070294784580499
fouled,0.018140589569160998
pens_won,0.0
tackles,0.03552532123960695
interceptions,0.007558578987150416
blocks,0.02947845804988662
tackles_won,0.019652305366591082
dribble_tackles,0.010582010582010581
dribbles_vs,0.025699168556311415
pressures,0.15873015873015872
pressure_regains,0.05517762660619804
clearances,0.030234315948601664
errors,0.0
aerials_won,0.022675736961451247
aerials_lost,0.016628873771730914
ball_recoveries,0.11337868480725624
pens_conceded,0.0
fouls,0.01436130007558579
cards_yellow_red,0.0
