position,RM
minutes,2303.0
passes_completed,1021.0
passes,1310.0
dribbles_completed,80.0
dribbles,140.0
passes_completed_short,575.0
passes_short,652.0
passes_completed_medium,334.0
passes_medium,411.0
passes_completed_long,95.0
passes_long,178.0
passes_total_distance,16699.0
passes_free_kicks,33.0
through_balls,8.0
passes_pressure,232.0
passes_switches,47.0
crosses,47.0
corner_kicks,78.0
passes_intercepted,23.0
passes_blocked,57.0
dispossessed,68.0
goals,3.0
assists,7.0
pens_made,0.0
pens_att,1.0
shots_total,32.0
shots_on_target,15.0
sca,82.0
gca,9.0
xg,4.4
crosses_into_penalty_area,12.0
passes_into_final_third,80.0
passes_into_penalty_area,51.0
progressive_passes,108.0
carry_progressive_distance,6787.0
assisted_shots,58.0
fouled,44.0
pens_won,1.0
tackles,39.0
interceptions,13.0
blocks,27.0
tackles_won,27.0
dribble_tackles,15.0
dribbles_vs,45.0
pressures,526.0
pressure_regains,129.0
clearances,8.0
errors,0.0
aerials_won,5.0
aerials_lost,19.0
ball_recoveries,157.0
pens_conceded,0.0
fouls,27.0
cards_yellow_red,0.0
