position,AM
minutes,304.0
passes_completed,49.0
passes,97.0
dribbles_completed,9.0
dribbles,15.0
passes_completed_short,29.0
passes_short,42.0
passes_completed_medium,13.0
passes_medium,33.0
passes_completed_long,7.0
passes_long,16.0
passes_total_distance,898.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,24.0
passes_switches,5.0
crosses,23.0
corner_kicks,0.0
passes_intercepted,1.0
passes_blocked,13.0
dispossessed,11.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,10.0
shots_on_target,3.0
sca,8.0
gca,0.0
xg,1.0
crosses_into_penalty_area,2.0
passes_into_final_third,2.0
passes_into_penalty_area,4.0
progressive_passes,3.0
carry_progressive_distance,676.0
assisted_shots,2.0
fouled,6.0
pens_won,0.0
tackles,3.0
interceptions,2.0
blocks,5.0
tackles_won,2.0
dribble_tackles,1.0
dribbles_vs,8.0
pressures,62.0
pressure_regains,10.0
clearances,6.0
errors,0.0
aerials_won,1.0
aerials_lost,4.0
ball_recoveries,24.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
